kanji,kosakata,grammar,reading,status
100,100,78,74,Siap
76,83,69,53,Siap
52,54,46,49,Siap
64,60,61,58,Siap
22,42,52,50,Siap
80,94,82,100,Siap
99,95,80,100,Siap
67,69,68,56,Siap
73,88,74,74,Siap
65,63,78,57,Siap
25,36,25,44,Belum Siap
55,51,67,54,Siap
62,75,51,68,Siap
54,56,56,44,Siap
58,58,61,51,Siap
62,63,83,57,Siap
30,78,68,75,Siap
51,54,57,61,Siap
44,36,28,42,Siap
36,42,53,58,Siap
36,37,40,63,Siap
77,80,79,63,Siap
1,30,39,48,Belum Siap
85,80,75,73,Siap
79,100,83,69,Siap
66,53,44,71,Siap
4,12,41,49,Belum Siap
61,59,51,54,Siap
60,65,52,75,Siap
35,41,54,48,Siap
54,54,43,37,Siap
93,100,98,64,Siap
73,76,67,48,Siap
43,37,46,46,Siap
24,31,62,39,Siap
48,53,67,78,Siap
43,55,67,77,Siap
68,72,72,65,Siap
48,49,45,69,Siap
71,77,69,60,Siap
100,94,92,62,Siap
67,67,66,100,Siap
66,60,60,63,Siap
57,58,53,46,Siap
51,53,57,45,Siap
67,89,64,95,Siap
48,41,75,22,Siap
54,72,40,67,Siap
64,58,74,56,Siap
54,56,39,61,Siap
40,34,30,58,Siap
65,71,68,52,Siap
57,69,93,36,Siap
63,68,87,82,Siap
59,52,55,53,Siap
76,95,76,76,Siap
39,52,49,62,Siap
83,94,90,75,Siap
27,25,53,72,Siap
50,79,64,72,Siap
60,70,72,82,Siap
46,51,48,69,Siap
65,73,64,65,Siap
100,85,96,81,Siap
0,30,19,38,Belum Siap
67,75,43,66,Siap
4,7,28,21,Belum Siap
48,32,58,47,Siap
79,100,85,54,Siap
44,50,71,75,Siap
40,40,51,64,Siap
47,64,58,67,Siap
100,94,94,82,Siap
22,26,39,39,Belum Siap
42,31,25,43,Siap
93,81,82,63,Siap
100,93,70,88,Siap
68,60,58,40,Siap
42,39,37,28,Siap
100,96,100,78,Siap
97,87,84,78,Siap
62,76,74,67,Siap
48,45,46,54,Siap
52,54,69,83,Siap
54,66,41,59,Siap
48,69,55,66,Siap
91,87,86,100,Siap
73,73,67,68,Siap
45,29,23,69,Siap
89,79,93,48,Siap
73,62,75,49,Siap
67,69,76,58,Siap
95,83,81,81,Siap
50,40,61,70,Siap
63,62,72,52,Siap
54,46,68,66,Siap
29,40,68,65,Siap
63,56,66,82,Siap
100,100,91,80,Siap
14,21,21,52,Belum Siap
56,56,64,63,Siap
62,68,74,58,Siap
58,62,58,66,Siap
61,56,64,53,Siap
37,31,38,48,Siap
64,56,71,45,Siap
45,35,40,31,Siap
4,14,18,34,Belum Siap
81,81,74,75,Siap
75,77,81,56,Siap
57,60,49,66,Siap
51,71,63,86,Siap
76,80,58,78,Siap
60,59,60,73,Siap
65,87,58,85,Siap
52,49,29,64,Siap
79,84,82,69,Siap
66,62,62,65,Siap
58,59,48,89,Siap
35,34,37,59,Siap
64,65,68,63,Siap
53,40,44,49,Siap
50,45,44,66,Siap
32,39,44,37,Siap
31,41,39,69,Siap
100,100,83,86,Siap
81,81,72,58,Siap
80,100,79,77,Siap
43,35,32,63,Siap
65,65,57,55,Siap
37,38,35,37,Siap
27,52,39,57,Siap
44,41,71,50,Siap
80,82,89,67,Siap
53,47,54,48,Siap
75,80,75,76,Siap
81,64,61,52,Siap
96,100,100,76,Siap
37,37,47,55,Siap
80,93,75,81,Siap
79,88,70,66,Siap
41,49,49,57,Siap
84,79,75,84,Siap
74,67,59,57,Siap
57,53,53,100,Siap
38,38,57,68,Siap
28,50,42,56,Siap
100,100,95,94,Siap
68,61,44,53,Siap
81,86,62,87,Siap
33,61,51,54,Siap
39,50,71,34,Siap
88,86,61,71,Siap
30,31,30,47,Siap
43,58,59,57,Siap
56,66,85,39,Siap
57,55,68,42,Siap
50,51,70,29,Siap
63,63,56,54,Siap
74,76,93,62,Siap
60,82,40,75,Siap
42,45,64,48,Siap
46,65,86,56,Siap
72,75,81,66,Siap
72,85,100,63,Siap
41,29,44,55,Siap
69,69,90,38,Siap
24,10,39,20,Belum Siap
65,64,49,89,Siap
94,85,75,56,Siap
35,51,39,46,Siap
39,44,48,57,Siap
83,76,62,45,Siap
31,24,40,27,Siap
23,61,55,77,Siap
67,74,68,68,Siap
36,46,55,46,Siap
62,59,58,60,Siap
74,74,79,60,Siap
55,71,65,84,Siap
67,64,73,50,Siap
49,54,40,62,Siap
58,70,57,45,Siap
58,60,72,55,Siap
69,61,70,85,Siap
48,51,58,69,Siap
53,63,48,45,Siap
31,41,36,55,Siap
51,61,72,60,Siap
39,54,61,29,Siap
26,48,61,31,Siap
65,64,87,53,Siap
51,61,67,82,Siap
67,82,59,74,Siap
55,48,51,57,Siap
70,73,65,12,Siap
81,77,68,42,Siap
76,72,78,73,Siap
42,35,38,61,Siap
65,63,48,52,Siap
65,66,71,63,Siap
67,62,55,59,Siap
25,19,55,41,Siap
64,67,98,47,Siap
81,100,85,91,Siap
61,51,67,69,Siap
48,43,57,41,Siap
76,74,59,77,Siap
53,64,56,71,Siap
86,76,100,61,Siap
18,33,21,51,Belum Siap
85,76,83,76,Siap
81,67,33,77,Siap
57,61,70,55,Siap
57,66,41,88,Siap
76,85,69,90,Siap
59,75,71,68,Siap
51,39,32,55,Siap
68,87,43,72,Siap
57,60,49,71,Siap
66,54,74,70,Siap
59,56,57,76,Siap
42,65,67,57,Siap
92,73,91,67,Siap
58,56,39,50,Siap
27,46,39,53,Siap
54,51,61,43,Siap
59,54,54,65,Siap
89,80,94,74,Siap
76,68,97,51,Siap
51,55,55,34,Siap
100,100,94,72,Siap
71,69,45,78,Siap
81,83,84,60,Siap
61,64,70,63,Siap
82,63,70,90,Siap
72,83,76,62,Siap
95,89,64,67,Siap
77,80,100,49,Siap
72,84,85,79,Siap
36,56,59,61,Siap
52,40,34,54,Siap
72,72,81,48,Siap
72,78,63,57,Siap
40,71,60,59,Siap
77,92,84,73,Siap
73,96,91,74,Siap
36,40,29,58,Siap
38,52,73,29,Siap
60,61,58,62,Siap
73,61,78,66,Siap
40,43,57,43,Siap
89,83,93,66,Siap
61,64,71,72,Siap
64,62,59,46,Siap
27,31,41,75,Siap
27,35,56,53,Siap
70,60,50,62,Siap
0,23,39,35,Belum Siap
78,67,67,79,Siap
37,71,64,46,Siap
100,100,100,87,Siap
95,100,83,100,Siap
43,73,61,52,Siap
48,54,53,60,Siap
87,84,50,60,Siap
85,100,88,80,Siap
24,29,38,50,Siap
38,24,15,62,Siap
43,55,44,42,Siap
68,82,50,48,Siap
73,65,74,61,Siap
83,81,88,63,Siap
37,33,51,47,Siap
15,14,31,71,Siap
78,74,66,95,Siap
43,39,53,46,Siap
28,20,31,13,Belum Siap
55,63,63,58,Siap
81,82,80,72,Siap
62,55,96,36,Siap
55,38,49,58,Siap
63,54,43,60,Siap
52,42,40,72,Siap
21,35,38,56,Siap
45,35,52,51,Siap
64,64,75,71,Siap
62,64,35,60,Siap
55,72,55,50,Siap
37,33,36,45,Siap
52,56,69,46,Siap
2,19,27,38,Belum Siap
67,72,57,57,Siap
100,93,85,68,Siap
34,37,33,55,Siap
47,53,51,55,Siap
66,59,82,50,Siap
82,87,95,65,Siap
45,63,49,64,Siap
45,40,48,55,Siap
15,17,26,54,Belum Siap
72,57,42,71,Siap
91,100,98,75,Siap
69,65,100,69,Siap
58,57,70,84,Siap
77,58,81,30,Siap
61,59,57,60,Siap
41,40,49,45,Siap
74,77,71,51,Siap
64,57,58,52,Siap
53,61,70,48,Siap
35,37,47,61,Siap
75,78,90,59,Siap
67,65,72,67,Siap
49,41,41,38,Siap
81,78,68,85,Siap
38,50,55,55,Siap
24,54,47,47,Siap
48,46,36,54,Siap
23,20,23,39,Belum Siap
65,75,71,65,Siap
20,20,23,87,Siap
32,38,40,54,Siap
14,17,21,8,Belum Siap
59,60,34,49,Siap
70,55,56,43,Siap
49,55,71,68,Siap
37,39,45,47,Siap
20,46,51,48,Siap
65,64,36,90,Siap
55,38,59,75,Siap
40,69,56,65,Siap
39,48,63,68,Siap
68,62,69,64,Siap
84,86,70,86,Siap
66,65,69,100,Siap
54,52,44,53,Siap
70,59,49,61,Siap
56,49,47,53,Siap
55,57,67,75,Siap
56,56,82,40,Siap
54,60,40,66,Siap
68,67,44,58,Siap
49,30,30,36,Siap
24,39,35,42,Siap
32,31,27,59,Siap
8,29,40,51,Siap
50,35,62,42,Siap
45,66,70,71,Siap
46,45,36,76,Siap
63,82,60,68,Siap
55,57,83,68,Siap
15,26,36,50,Belum Siap
82,59,84,63,Siap
81,75,66,70,Siap
51,29,61,56,Siap
68,62,86,55,Siap
44,46,44,20,Siap
60,54,57,50,Siap
16,37,38,21,Belum Siap
17,38,35,33,Belum Siap
52,44,41,57,Siap
34,76,67,69,Siap
46,56,38,41,Siap
37,33,38,54,Siap
53,55,57,65,Siap
75,73,72,71,Siap
58,52,81,37,Siap
61,73,49,75,Siap
58,51,44,58,Siap
91,85,53,81,Siap
29,55,44,62,Siap
67,72,49,74,Siap
85,94,71,57,Siap
61,70,64,72,Siap
58,57,61,39,Siap
51,51,70,46,Siap
80,79,79,64,Siap
37,36,41,45,Siap
33,42,36,32,Siap
61,56,58,32,Siap
90,90,83,66,Siap
61,79,81,61,Siap
39,43,71,45,Siap
46,61,65,74,Siap
56,44,65,58,Siap
46,50,54,57,Siap
62,100,76,65,Siap
32,20,62,41,Siap
100,88,81,76,Siap
74,76,67,100,Siap
81,76,70,73,Siap
41,52,52,68,Siap
57,59,46,73,Siap
38,40,44,52,Siap
44,37,43,57,Siap
68,68,67,53,Siap
94,88,83,70,Siap
23,52,37,54,Siap
51,54,52,84,Siap
58,67,55,41,Siap
26,32,45,39,Siap
69,79,89,63,Siap
46,41,30,44,Siap
56,56,62,47,Siap
58,43,56,45,Siap
53,49,59,48,Siap
47,69,59,31,Siap
56,57,67,42,Siap
56,50,53,67,Siap
54,48,58,56,Siap
70,68,69,68,Siap
94,87,81,54,Siap
66,57,38,68,Siap
83,79,63,68,Siap
26,36,45,51,Siap
64,74,45,74,Siap
46,39,41,60,Siap
29,36,39,38,Siap
36,49,61,45,Siap
82,95,82,88,Siap
65,82,82,65,Siap
48,77,66,49,Siap
31,28,30,42,Siap
52,49,51,74,Siap
59,61,54,52,Siap
58,74,68,56,Siap
27,17,39,22,Belum Siap
54,36,43,62,Siap
67,54,59,62,Siap
62,63,83,76,Siap
8,28,35,56,Siap
52,63,50,40,Siap
59,59,63,52,Siap
57,77,88,63,Siap
59,87,75,67,Siap
77,71,46,95,Siap
43,50,39,46,Siap
21,19,23,32,Belum Siap
54,50,68,67,Siap
83,79,86,76,Siap
94,88,61,97,Siap
47,78,63,41,Siap
68,65,66,78,Siap
61,56,66,66,Siap
48,45,42,52,Siap
56,61,55,48,Siap
93,98,68,69,Siap
36,38,59,39,Siap
83,100,65,52,Siap
26,65,37,46,Siap
85,78,82,54,Siap
29,21,27,45,Belum Siap
67,79,63,52,Siap
53,43,50,61,Siap
26,24,46,25,Belum Siap
72,50,60,76,Siap
89,77,91,80,Siap
26,59,48,38,Siap
30,25,50,43,Siap
55,51,61,48,Siap
40,54,80,66,Siap
62,78,78,87,Siap
83,70,73,83,Siap
70,54,65,51,Siap
100,100,77,97,Siap
66,67,49,100,Siap
41,61,35,89,Siap
37,23,29,56,Siap
67,54,76,65,Siap
49,50,63,70,Siap
67,74,66,68,Siap
56,62,65,50,Siap
44,41,42,39,Siap
63,63,66,50,Siap
74,75,64,62,Siap
79,91,85,76,Siap
73,80,83,67,Siap
73,73,76,82,Siap
62,58,58,68,Siap
65,62,71,58,Siap
78,76,66,81,Siap
28,26,34,60,Siap
60,50,43,61,Siap
46,34,48,45,Siap
71,59,56,75,Siap
61,100,62,78,Siap
30,49,47,61,Siap
4,16,9,54,Belum Siap
46,65,67,64,Siap
80,68,67,88,Siap
90,76,77,63,Siap
72,67,61,59,Siap
70,59,44,70,Siap
27,46,53,35,Siap
66,59,68,87,Siap
45,43,67,67,Siap
100,100,78,100,Siap
82,58,87,73,Siap
44,60,61,62,Siap
49,49,72,24,Siap
49,62,76,42,Siap
60,48,89,61,Siap
91,86,72,73,Siap
63,70,49,77,Siap
24,51,39,56,Siap
99,97,83,63,Siap
63,55,64,68,Siap
66,87,90,64,Siap
48,44,67,32,Siap
58,77,69,46,Siap
72,61,97,45,Siap
26,25,37,52,Siap
94,95,100,71,Siap
79,84,85,78,Siap
33,60,48,56,Siap
42,33,39,47,Siap
67,70,68,55,Siap
57,65,69,85,Siap
61,78,49,48,Siap
61,70,42,59,Siap
75,70,53,98,Siap
76,100,90,65,Siap
61,96,60,65,Siap
40,37,33,24,Siap
95,91,79,81,Siap
89,88,65,85,Siap
100,100,100,87,Siap
37,36,41,33,Siap
49,67,62,60,Siap
14,12,35,53,Belum Siap
71,74,69,50,Siap
55,45,34,93,Siap
92,100,97,58,Siap
36,46,57,38,Siap
18,37,18,44,Belum Siap
43,53,66,61,Siap
8,37,8,83,Siap
66,77,52,97,Siap
1,26,55,45,Siap
64,67,56,62,Siap
20,22,29,31,Belum Siap
51,54,65,57,Siap
94,94,86,92,Siap
67,70,71,74,Siap
41,38,69,58,Siap
58,55,57,76,Siap
73,68,45,64,Siap
69,91,61,64,Siap
47,27,68,41,Siap
68,67,60,71,Siap
5,12,0,71,Belum Siap
39,50,43,52,Siap
36,63,50,68,Siap
84,78,58,76,Siap
57,59,62,62,Siap
43,33,60,23,Siap
19,52,48,88,Siap
57,58,58,47,Siap
46,70,64,47,Siap
48,55,46,56,Siap
55,48,31,49,Siap
76,74,64,85,Siap
47,50,36,54,Siap
43,67,76,77,Siap
100,100,91,100,Siap
26,27,32,43,Siap
17,30,30,57,Siap
67,93,46,55,Siap
27,51,64,58,Siap
63,63,68,51,Siap
42,45,60,55,Siap
50,50,59,67,Siap
96,98,69,74,Siap
84,79,59,74,Siap
83,66,55,79,Siap
34,28,38,48,Siap
43,38,54,78,Siap
0,0,16,29,Belum Siap
40,44,52,71,Siap
73,80,94,74,Siap
77,63,50,42,Siap
53,57,75,75,Siap
64,59,82,91,Siap
49,39,55,54,Siap
58,69,72,66,Siap
71,80,80,73,Siap
35,25,40,60,Siap
61,64,78,58,Siap
79,83,68,88,Siap
47,50,58,42,Siap
72,62,95,38,Siap
100,100,72,95,Siap
53,53,62,74,Siap
62,65,72,61,Siap
46,53,32,25,Siap
58,62,65,43,Siap
64,69,58,69,Siap
58,66,66,61,Siap
39,42,44,65,Siap
69,58,53,62,Siap
98,88,91,65,Siap
64,69,62,68,Siap
92,80,76,81,Siap
49,56,79,67,Siap
81,90,61,66,Siap
61,58,63,63,Siap
35,46,41,59,Siap
61,73,61,54,Siap
39,43,67,58,Siap
50,43,55,50,Siap
67,73,65,60,Siap
51,60,69,63,Siap
25,44,47,49,Siap
75,88,48,100,Siap
70,69,90,60,Siap
27,60,35,47,Siap
23,20,55,61,Siap
58,50,56,76,Siap
64,47,55,64,Siap
59,64,44,72,Siap
50,51,80,59,Siap
23,16,37,49,Siap
48,60,54,48,Siap
57,62,40,88,Siap
68,70,62,63,Siap
57,35,50,45,Siap
95,80,74,88,Siap
18,23,40,54,Siap
82,90,71,74,Siap
52,55,66,63,Siap
85,76,81,84,Siap
35,61,60,56,Siap
78,86,81,75,Siap
48,62,60,51,Siap
37,24,29,36,Belum Siap
86,87,97,69,Siap
48,51,55,45,Siap
62,55,70,67,Siap
84,77,84,63,Siap
35,41,20,32,Belum Siap
76,74,61,74,Siap
45,62,60,62,Siap
48,69,58,54,Siap
62,50,67,69,Siap
17,28,39,35,Belum Siap
41,36,61,47,Siap
93,79,75,90,Siap
75,81,86,81,Siap
54,59,49,54,Siap
78,68,62,55,Siap
65,51,49,68,Siap
89,91,82,80,Siap
62,53,54,59,Siap
51,71,60,76,Siap
78,84,68,94,Siap
41,43,44,56,Siap
89,92,81,68,Siap
26,29,31,37,Siap
64,100,59,66,Siap
54,54,55,71,Siap
58,55,23,63,Siap
22,31,23,48,Belum Siap
46,55,49,45,Siap
33,43,50,51,Siap
31,46,44,56,Siap
55,50,73,67,Siap
84,73,81,71,Siap
60,63,47,62,Siap
79,74,61,56,Siap
36,36,59,45,Siap
43,38,40,34,Siap
87,85,84,94,Siap
47,54,75,40,Siap
81,96,77,96,Siap
59,59,67,56,Siap
64,65,69,49,Siap
89,80,46,65,Siap
79,85,90,72,Siap
58,66,62,59,Siap
55,53,59,64,Siap
61,62,48,61,Siap
61,71,54,59,Siap
63,81,83,57,Siap
55,67,62,55,Siap
71,72,67,73,Siap
89,97,85,86,Siap
72,72,80,55,Siap
65,73,71,75,Siap
7,38,33,51,Siap
0,10,9,23,Belum Siap
48,71,100,59,Siap
72,54,49,63,Siap
54,54,40,42,Siap
66,61,76,46,Siap
57,58,83,60,Siap
81,90,79,65,Siap
54,83,69,73,Siap
42,46,67,73,Siap
83,78,84,75,Siap
53,54,81,59,Siap
82,75,62,52,Siap
40,60,69,29,Siap
36,56,62,45,Siap
58,68,97,32,Siap
66,61,56,63,Siap
67,66,56,55,Siap
55,57,72,59,Siap
33,29,28,39,Siap
34,54,61,63,Siap
65,85,68,96,Siap
37,59,55,52,Siap
50,67,59,27,Siap
77,83,73,71,Siap
47,55,38,31,Siap
21,20,38,59,Siap
65,62,65,64,Siap
57,43,70,65,Siap
52,42,35,38,Siap
46,55,55,62,Siap
64,70,47,81,Siap
68,69,62,61,Siap
54,84,49,51,Siap
86,86,82,95,Siap
50,59,38,40,Siap
51,72,49,60,Siap
59,56,65,27,Siap
41,48,64,72,Siap
44,56,55,56,Siap
52,52,53,55,Siap
70,61,69,85,Siap
92,100,96,67,Siap
44,46,49,54,Siap
39,50,49,62,Siap
53,55,52,61,Siap
76,73,52,55,Siap
66,74,57,70,Siap
83,78,75,76,Siap
18,15,41,33,Belum Siap
5,10,26,40,Belum Siap
48,41,40,63,Siap
82,82,93,65,Siap
26,23,42,22,Belum Siap
0,0,12,23,Belum Siap
70,66,71,62,Siap
56,58,44,69,Siap
39,34,48,55,Siap
19,40,53,41,Siap
24,45,76,32,Siap
70,57,80,66,Siap
45,49,60,50,Siap
62,73,54,66,Siap
2,4,9,64,Belum Siap
37,41,71,37,Siap
41,35,54,46,Siap
34,62,36,53,Siap
59,44,41,48,Siap
82,80,88,69,Siap
12,21,9,19,Belum Siap
47,68,68,56,Siap
68,69,60,72,Siap
97,100,88,83,Siap
48,41,67,72,Siap
71,66,67,73,Siap
32,25,49,46,Siap
0,7,21,36,Belum Siap
82,70,68,62,Siap
65,59,67,65,Siap
86,86,72,75,Siap
25,33,46,41,Siap
71,82,79,54,Siap
100,90,94,78,Siap
66,58,42,96,Siap
55,75,46,82,Siap
63,52,56,72,Siap
22,33,35,49,Siap
85,92,79,79,Siap
40,48,54,56,Siap
71,66,61,64,Siap
32,24,36,38,Siap
40,40,31,60,Siap
90,89,75,69,Siap
51,45,39,75,Siap
95,77,81,76,Siap
58,69,56,59,Siap
20,15,25,50,Belum Siap
76,81,90,61,Siap
32,66,49,60,Siap
72,74,72,68,Siap
64,56,53,65,Siap
16,32,20,60,Siap
72,54,65,53,Siap
100,100,87,59,Siap
56,84,53,86,Siap
63,56,67,53,Siap
95,78,69,62,Siap
65,68,49,60,Siap
57,60,47,62,Siap
43,39,59,55,Siap
75,64,72,69,Siap
78,78,81,78,Siap
48,43,30,85,Siap
90,100,53,87,Siap
64,61,55,59,Siap
29,54,33,82,Siap
69,81,62,78,Siap
53,60,41,39,Siap
77,79,53,65,Siap
59,45,62,35,Siap
60,62,47,37,Siap
67,66,70,58,Siap
69,56,46,71,Siap
25,20,37,34,Belum Siap
39,40,61,15,Siap
73,79,70,78,Siap
56,56,59,50,Siap
55,47,51,60,Siap
24,47,34,38,Siap
25,31,54,43,Siap
28,24,27,44,Belum Siap
49,67,57,54,Siap
51,42,37,56,Siap
34,40,49,53,Siap
63,50,52,42,Siap
53,71,60,69,Siap
92,100,80,69,Siap
38,20,37,31,Belum Siap
84,86,75,54,Siap
77,73,80,79,Siap
42,35,48,33,Siap
51,57,58,69,Siap
54,63,38,59,Siap
65,51,55,77,Siap
83,100,74,78,Siap
79,67,81,62,Siap
61,68,71,73,Siap
47,55,69,50,Siap
25,33,40,25,Siap
54,51,67,56,Siap
84,75,81,81,Siap
32,33,34,50,Siap
36,42,41,92,Siap
40,74,53,58,Siap
37,53,66,48,Siap
52,54,47,49,Siap
52,46,54,46,Siap
28,32,44,40,Siap
49,43,55,27,Siap
65,75,83,39,Siap
31,36,20,68,Siap
23,23,25,44,Belum Siap
40,56,49,61,Siap
72,72,52,87,Siap
32,60,72,51,Siap
45,52,51,67,Siap
61,59,28,44,Siap
21,28,47,29,Siap
49,83,72,76,Siap
66,77,61,55,Siap
56,54,40,37,Siap
79,81,73,90,Siap
42,34,39,58,Siap
86,78,66,81,Siap
66,68,51,60,Siap
61,58,56,64,Siap
52,53,58,52,Siap
38,68,78,65,Siap
94,88,59,83,Siap
36,31,51,32,Siap
27,47,57,48,Siap
79,74,88,74,Siap
48,33,42,44,Siap
62,77,72,69,Siap
100,95,89,81,Siap
47,51,40,79,Siap
58,98,64,91,Siap
23,45,64,29,Siap
67,75,62,72,Siap
57,66,55,66,Siap
56,79,79,68,Siap
53,52,40,54,Siap
25,28,25,47,Belum Siap
66,71,81,70,Siap
13,14,30,43,Belum Siap
42,58,42,57,Siap
87,75,67,63,Siap
70,65,54,78,Siap
100,96,80,66,Siap
82,82,99,67,Siap
28,56,47,47,Siap
59,63,51,38,Siap
54,53,72,90,Siap
17,29,46,41,Siap
47,37,54,50,Siap
44,39,43,52,Siap
26,18,43,48,Siap
66,70,68,71,Siap
49,54,78,33,Siap
30,27,19,64,Siap
64,72,65,61,Siap
85,88,87,74,Siap
53,70,65,64,Siap
55,49,51,58,Siap
67,64,65,72,Siap
68,80,67,82,Siap
69,60,56,72,Siap
44,41,48,48,Siap
60,54,89,50,Siap
75,89,90,65,Siap
40,55,33,89,Siap
100,100,100,88,Siap
45,39,50,76,Siap
58,64,66,76,Siap
55,36,54,66,Siap
57,64,53,84,Siap
20,26,31,33,Belum Siap
32,59,60,53,Siap
47,41,25,60,Siap
74,62,51,92,Siap
84,68,76,70,Siap
77,76,61,81,Siap
2,23,35,48,Belum Siap
91,100,100,70,Siap
58,67,56,78,Siap
49,53,52,58,Siap
62,70,57,76,Siap
61,67,55,76,Siap
56,42,43,47,Siap
67,48,62,73,Siap
56,52,41,40,Siap
42,61,52,58,Siap
41,44,57,65,Siap
8,52,28,50,Siap
63,68,57,54,Siap
49,84,73,53,Siap
63,70,46,79,Siap
83,76,90,66,Siap
63,70,86,39,Siap
35,49,37,68,Siap
78,79,44,91,Siap
29,27,27,43,Siap
44,59,36,81,Siap
34,43,70,36,Siap
71,90,71,100,Siap
80,79,74,93,Siap
69,64,61,75,Siap
73,90,91,73,Siap
47,52,55,34,Siap
71,71,70,87,Siap
53,66,70,69,Siap
70,82,61,51,Siap
43,67,71,77,Siap
30,71,75,51,Siap
65,70,70,62,Siap
84,77,70,61,Siap
48,52,31,55,Siap
55,62,68,69,Siap
22,43,40,34,Siap
6,0,15,36,Belum Siap
61,62,58,100,Siap
67,59,48,71,Siap
54,59,52,74,Siap
27,15,35,29,Belum Siap
58,49,51,40,Siap
7,20,26,55,Belum Siap
88,93,70,87,Siap
23,50,36,85,Siap
83,88,67,96,Siap
76,82,56,84,Siap
39,27,73,12,Siap
49,37,31,55,Siap
64,56,73,75,Siap
38,46,44,43,Siap
57,49,86,73,Siap
56,49,62,53,Siap
2,37,33,41,Belum Siap
10,8,34,34,Belum Siap
73,70,42,81,Siap
50,51,61,48,Siap
50,51,44,47,Siap
81,89,70,56,Siap
84,81,69,67,Siap
50,55,41,74,Siap
51,53,53,64,Siap
63,69,88,45,Siap
40,28,40,50,Siap
67,57,63,69,Siap
77,69,45,70,Siap
80,71,100,61,Siap
18,16,35,39,Belum Siap
39,49,65,44,Siap
23,48,44,44,Siap
56,60,74,47,Siap
70,76,68,65,Siap
96,95,83,97,Siap
49,57,66,55,Siap
50,46,73,71,Siap
66,93,98,88,Siap
70,59,46,47,Siap
81,83,73,69,Siap
52,64,67,79,Siap
39,33,39,50,Siap
39,31,31,67,Siap
31,26,16,53,Belum Siap
69,67,78,79,Siap
76,88,77,65,Siap
99,95,70,75,Siap
77,78,61,40,Siap
82,84,75,72,Siap
40,58,35,49,Siap
31,37,33,36,Siap
87,75,83,66,Siap
68,76,64,59,Siap
51,66,65,63,Siap
66,67,53,60,Siap
72,63,63,68,Siap
83,84,71,85,Siap
77,88,70,88,Siap
69,79,67,59,Siap
71,68,52,89,Siap
62,87,71,77,Siap
55,57,49,73,Siap
68,66,68,70,Siap
27,31,48,42,Siap
85,74,71,78,Siap
30,38,26,81,Siap
59,63,52,76,Siap
36,42,61,39,Siap
73,68,54,77,Siap
61,63,65,49,Siap
24,29,21,47,Belum Siap
68,69,75,74,Siap
40,63,62,71,Siap
71,81,53,71,Siap
33,63,64,58,Siap
70,78,69,64,Siap
40,33,53,63,Siap
43,37,55,63,Siap
54,39,59,48,Siap
82,64,63,64,Siap
80,97,100,47,Siap
39,47,37,54,Siap
95,88,65,68,Siap
20,10,41,31,Belum Siap
40,40,33,45,Siap
34,51,47,62,Siap
33,33,28,47,Siap
21,43,41,52,Siap
72,63,53,70,Siap
58,71,55,28,Siap
65,75,79,59,Siap
74,70,60,73,Siap
61,58,55,83,Siap
73,72,70,44,Siap
51,59,48,66,Siap
31,42,47,45,Siap
79,74,91,58,Siap
42,49,42,81,Siap
38,32,67,50,Siap
55,59,62,60,Siap
44,41,39,56,Siap
57,63,77,58,Siap
64,57,63,68,Siap
74,75,54,76,Siap
47,31,70,31,Siap
53,42,65,52,Siap
63,80,85,45,Siap
71,71,85,49,Siap
81,100,90,82,Siap
90,75,85,76,Siap
90,84,49,77,Siap
32,34,49,34,Siap
70,86,90,76,Siap
66,57,55,54,Siap
45,59,69,45,Siap
61,64,64,46,Siap
79,83,77,53,Siap
63,75,66,48,Siap
47,35,55,54,Siap
73,78,86,74,Siap
38,43,26,43,Siap
65,63,73,48,Siap
48,55,71,54,Siap
46,43,61,58,Siap
67,65,63,70,Siap
22,55,20,62,Siap
100,94,100,77,Siap
7,24,25,60,Belum Siap
33,59,66,39,Siap
74,65,62,89,Siap
62,74,88,71,Siap
61,57,55,47,Siap
58,60,30,82,Siap
71,63,65,48,Siap
52,56,41,65,Siap
82,94,100,74,Siap
77,73,78,51,Siap
87,82,72,94,Siap
45,40,54,39,Siap
55,62,51,57,Siap
45,54,54,64,Siap
29,39,58,27,Siap
75,69,84,57,Siap
43,56,40,68,Siap
71,74,61,41,Siap
46,41,41,66,Siap
84,92,77,59,Siap
51,51,52,31,Siap
62,68,36,65,Siap
68,76,52,75,Siap
35,61,63,57,Siap
72,82,71,69,Siap
38,31,46,69,Siap
85,78,74,93,Siap
48,60,59,69,Siap
41,60,67,68,Siap
45,63,59,62,Siap
77,75,80,40,Siap
41,48,53,66,Siap
42,48,54,56,Siap
56,53,60,59,Siap
35,39,41,41,Siap
97,95,81,74,Siap
52,54,63,47,Siap
69,80,58,68,Siap
45,80,77,48,Siap
1,47,43,59,Siap
61,71,46,84,Siap
73,78,65,60,Siap
50,57,48,39,Siap
80,93,85,56,Siap
72,88,68,73,Siap
75,79,87,65,Siap
45,46,50,74,Siap
39,36,44,58,Siap
39,46,59,32,Siap
59,64,60,47,Siap
78,60,70,70,Siap
3,20,43,22,Belum Siap
48,57,65,78,Siap
47,75,62,50,Siap
55,60,49,68,Siap
90,98,68,65,Siap
44,80,68,67,Siap
88,78,91,63,Siap
63,53,54,64,Siap
90,82,93,74,Siap
94,95,80,79,Siap
89,92,72,96,Siap
